"index","position","effect"
33231,"20679895-1",-0.235487235969441
33370,"20757121-1",1.36668659804058
73759,"15118675-2",-0.0321102157958105
90749,"5959510-3",-0.380089690934472
94700,"8064180-3",0.0796306926463552
97258,"9220276-3",-0.0882868714383348
119880,"21143800-3",0.0493984379711606
121549,"22017596-3",-0.443947533966887
130136,"2717162-4",1.10309349959418
148602,"11148708-4",-0.0799016370199059
150358,"12053883-4",0.117196963435239
154948,"14736658-4",0.298946914394846
156872,"16114963-4",-0.493509227207774
166080,"3012931-5",0.035664355008199
176916,"8357244-5",0.14049030478183
189057,"15096233-5",-1.13430430192035
192794,"16741536-5",-0.895983987713337
199929,"19339264-5",0.332663342635307
203582,"21139748-5",-0.125879198320616
205388,"22077895-5",-0.110679819897074
