"index","position","effect"
1295,"748326-1",-0.146105156212575
2109,"1270741-1",0.254912022013895
9087,"5383844-1",0.638255460594603
11316,"6593084-1",2.33348726025831
35726,"21984395-1",0.382460236772605
35763,"21998860-1",0.894117997901919
42071,"24502850-1",0.0306846046248545
84107,"2148921-3",-0.002494875408656
84118,"2155915-3",0.0582912356082555
87468,"4144877-3",0.395998026074004
90491,"5845344-3",1.5407868600019
97096,"9170586-3",2.91273942322371
118898,"20589764-3",-1.68591381072425
119011,"20670386-3",-0.0166301610613944
121031,"21744776-3",-0.104249271810543
128785,"2230459-4",-1.84617721121121
169895,"5191744-5",0.182965465173857
198987,"18815385-5",-1.94044264218561
200231,"19476125-5",0.00739012657012893
207949,"23528774-5",-0.111539906407786
