"index","position","effect"
2179,"1319751-1",1.79780578459119
5618,"3377548-1",0.0539915641820819
8932,"5295093-1",-0.682108929357147
9318,"5464647-1",1.0017581405014
16801,"9777123-1",-0.00259803195137363
34847,"21577977-1",-0.290710353260453
46120,"26734258-1",-0.000124680478935882
76926,"17341003-2",-0.00982045522192207
77573,"17706918-2",-0.0113741456765374
82460,"1111386-3",0.704454373274687
99739,"10330612-3",2.43721914887016
101174,"10960530-3",0.0600844107504956
107451,"14869062-3",2.05299156914398
155259,"15023124-4",0.00306210248552817
158129,"16883801-4",0.0242469314685512
159606,"17786072-4",0.11766724651428
163244,"1078311-5",0.391219581540778
163569,"1288875-5",1.3050771026017
179028,"9221007-5",-0.74676697987389
208828,"24012813-5",-0.0611748949397194
