"index","position","effect"
10169,"5907236-1",-0.114117843023251
38335,"23085037-1",0.845323923223413
51241,"30001366-1",0.918092319630162
61964,"6654920-2",-1.42879824472784
82973,"1437500-3",0.304385127675419
86127,"3385309-3",0.00476444418640438
93923,"7612478-3",-2.65884955611029
103169,"11880347-3",-0.18910960555625
119313,"20813201-3",-0.0305984094467467
119439,"20902349-3",0.0171802183837314
139305,"7555641-4",0.0499690496130158
140858,"8089144-4",1.75141167158496
142369,"8650536-4",2.7860998733682
146852,"10424291-4",5.05945139294445e-05
166443,"3197656-5",0.169854223917295
173942,"7034378-5",-0.16477572913595
174557,"7342793-5",-2.313798852257
175090,"7554734-5",0.191803721749453
191883,"16323415-5",2.91613077918292
195334,"17574298-5",1.10499452553043
