"index","position","effect"
2804,"1730502-1",-0.812807500405321
6744,"4011242-1",0.21845987107229
6755,"4014622-1",1.3488386511214
7114,"4211825-1",0.60205409291234
7354,"4337681-1",0.557818711476762
8209,"4846777-1",1.37921030452336e-05
12837,"7484822-1",-0.0138596721557507
18623,"10840004-1",0.776819571158087
31198,"19108480-1",-0.13720139095523
33795,"21077600-1",-0.576812695976857
42735,"24849945-1",0.161555505255705
65648,"8880550-2",0.58899147399615
79839,"19279607-2",-0.00636669645935698
86066,"3366052-3",0.327733764782587
136810,"6721534-4",1.53525898769124
153897,"14043939-4",0.427452631152176
158699,"17243952-4",-0.168909081333255
199593,"19174557-5",-0.120447454994356
205009,"21868677-5",1.32916835781827
209121,"24122071-5",2.13092641233297
