"index","position","effect"
11940,"6994341-1",0.248929143302844
23427,"13094574-1",-0.147776371818041
28323,"17439332-1",-0.0146880251674844
47880,"27695951-1",-0.235727581898868
48891,"28433524-1",-0.170519938935829
65936,"9060184-2",1.90756187887748
67538,"10473524-2",-0.22687419089919
71699,"13596062-2",0.135488908045869
71869,"13719957-2",-0.100901837242561
72964,"14444001-2",0.178731650010683
81234,"480163-3",-0.0216588520643687
85653,"3132536-3",1.04440590148291
86246,"3446742-3",-0.0762667567854206
90461,"5817704-3",0.07120157568925
112836,"17337787-3",0.984893781685546
122837,"22795407-3",-0.018618133912838
133673,"5252760-4",-0.0835523186435633
157510,"16432469-4",1.41438167396224
159996,"18079511-4",0.0142504777821939
194547,"17343625-5",0.149234125923932
