"index","position","effect"
12639,"7373557-1",-0.0126655650715458
14122,"8201755-1",0.180323863992748
22156,"12358178-1",-0.0294728541681294
33647,"20942560-1",-0.000594461096885685
62596,"7078056-2",0.216321551595537
65683,"8904702-2",0.432084688366034
75689,"16599493-2",0.179582949661897
84042,"2100373-3",-0.00134750723884554
88988,"5081171-3",0.805954648165528
93848,"7574774-3",0.0026714410151574
97236,"9214024-3",-2.59473805449938
98254,"9627317-3",0.0112545791522912
116256,"18990514-3",0.0147853379657577
126028,"934940-4",0.637445351649909
143432,"9059468-4",0.511331699604931
149556,"11649574-4",0.0960115885169694
163182,"1031760-5",-0.721737411344088
180044,"9648314-5",-0.237526196523749
186049,"13624571-5",-0.187054008794696
200355,"19527347-5",-0.0399266874842407
