"index","position","effect"
4555,"2838862-1",1.30016379552467
32903,"20212941-1",-1.52713752154551
37831,"22863490-1",0.167497532834412
48152,"27896572-1",0.104942415334758
67308,"10323156-2",-2.912295408829
69145,"11439832-2",0.0607346601071206
80199,"19501076-2",-0.207264393084166
84566,"2411663-3",0.230128919151993
91193,"6186701-3",-0.00241456877513674
121553,"22018682-3",0.338718323917049
134020,"5419660-4",-0.0462077455485508
151574,"12726251-4",-0.976086820663607
159652,"17811088-4",0.0492515857254398
163363,"1170215-5",-0.0064867108985215
170454,"5433393-5",0.274576130441734
191644,"16222611-5",-0.0565508955684617
192547,"16651423-5",-0.0423058244409663
194208,"17257959-5",0.123353343591812
197992,"18481679-5",-0.605809426951259
211375,"25575706-5",-0.266978791084462
