"index","position","effect"
4437,"2749635-1",0.163642562280908
7383,"4346977-1",-0.00302687214797175
12298,"7165666-1",-0.747297475242615
27321,"16925329-1",0.653710996170299
32258,"19818737-1",-0.158710392136187
41312,"24213817-1",-0.092295325446771
65626,"8866989-2",-0.087530301791773
81570,"656579-3",0.107730570950739
143601,"9123387-4",0.0685931080984123
170267,"5330264-5",0.0965907403140663
171228,"5831791-5",0.278423877066186
193475,"16998059-5",-0.774249895552294
195077,"17505768-5",0.0368785021588014
195099,"17509578-5",-0.00635081268774036
201401,"19990894-5",0.0530831723057921
201969,"20257306-5",0.0152002532617273
203361,"21029230-5",-0.675979585559241
204706,"21655167-5",-0.639778831503814
210239,"24868622-5",0.591076550475853
211688,"25744829-5",0.447526166820425
