"index","position","effect"
681,"401532-1",0.0618419020458501
794,"444646-1",-0.000514488805928084
2612,"1600675-1",-0.789545375650196
7455,"4373155-1",0.132440971040069
15564,"8943952-1",0.0651872565683879
34533,"21463570-1",-0.0522360495844568
39527,"23581870-1",-1.22256227955386
40343,"23852282-1",0.258801680200463
63244,"7456574-2",-0.365041992599646
70048,"12158263-2",0.587143563727602
90587,"5886990-3",0.35781588494133
92337,"6711811-3",-1.12457461630295
98984,"9981388-3",-0.178735569231294
122650,"22706410-3",-0.0142461562744188
139740,"7680069-4",-0.0742640428509261
140742,"8048160-4",0.0952591583446947
143062,"8923577-4",-4.40091768971039
156611,"15989036-4",-0.919598898863894
166800,"3381822-5",0.106142981445706
193999,"17195881-5",-0.152832798726398
