"index","position","effect"
15731,"9073547-1",-0.0466297657342363
21200,"11944163-1",-0.10970250590215
38166,"22989102-1",0.0734749211831279
46329,"26855486-1",0.284291675627792
55436,"2022022-2",0.860843444272344
85367,"2939397-3",-0.158305941099272
85445,"3001984-3",0.391912913659878
93174,"7214926-3",-1.79478871124562
94915,"8167694-3",0.0107466923613129
108944,"15502799-3",-0.39046389183249
114100,"17920293-3",0.0873153811775997
157539,"16453234-4",0.50740245792028
170257,"5326451-5",-0.370861424290452
170514,"5462408-5",-0.0552816272989843
186952,"14013746-5",-0.839050253452892
194845,"17424285-5",0.679880695216372
195582,"17657304-5",-0.0559992391551773
208529,"23906209-5",-0.345068851243174
211237,"25498403-5",-0.229212856894453
213318,"26596606-5",-0.189374089154617
