"index","position","effect"
7160,"4242344-1",-0.0412809541939499
23395,"13073895-1",0.558784100874109
27671,"17123801-1",-0.962985702904724
27701,"17158847-1",-0.195760727646865
38853,"23293634-1",0.161215572874621
50358,"29559116-1",-0.215959050426198
72600,"14153887-2",0.379520390393554
85183,"2797719-3",0.350377741031729
115328,"18491358-3",-0.129670406984981
125452,"687995-4",0.0210791825229867
127001,"1322362-4",0.297708406031971
135920,"6379792-4",0.180389242581273
142579,"8750582-4",-0.0771521905015634
169505,"4946383-5",0.0904769807321437
171609,"5996219-5",-1.02005319231224
187916,"14636710-5",0.118377190614161
188737,"14992012-5",-0.189158155175323
201518,"20071846-5",-0.615749084159421
206209,"22483702-5",-0.130268640419471
208614,"23925527-5",0.0129177556573211
