"index","position","effect"
1716,"1047611-1",0.0791496000849793
6445,"3849924-1",-0.12797106664382
21012,"11871267-1",-0.637784777733692
33398,"20781701-1",1.81040588785613
38416,"23115003-1",-0.90940215709192
41541,"24264797-1",-0.653062615623572
42561,"24769691-1",-0.0159963463809884
80749,"223081-3",0.220852309740648
86959,"3858850-3",1.61776357097181
135189,"6095050-4",-0.707507668345416
142120,"8544619-4",-0.00751423447245904
159689,"17851902-4",0.243457591381771
161535,"371112-5",-0.279179990326169
164700,"2108993-5",-0.00190591252605476
170396,"5393006-5",-0.0356240525293252
170795,"5610336-5",-1.56865298536258
172486,"6446562-5",0.36486875758256
191473,"16133022-5",-0.950725797126832
197898,"18453805-5",-0.0280963737500751
213159,"26530892-5",-0.0163420526215358
