"index","position","effect"
6030,"3620665-1",0.347141131864887
15599,"8972140-1",-0.033613590455401
17384,"10120310-1",-0.188930936352695
28965,"17712495-1",-0.646925886340249
93988,"7640008-3",-1.4430473577378
99012,"9996127-3",1.38935620781155
114263,"17990348-3",-0.622762501147098
122068,"22317401-3",0.162833599855632
145910,"10046788-4",-0.728720172323231
151768,"12837993-4",-0.111915051545926
153023,"13541271-4",0.606188256050819
158997,"17422425-4",-0.893246187033079
159168,"17532869-4",-0.0398793156286194
170612,"5513270-5",0.679567419259422
188013,"14691474-5",0.00477176129392353
188767,"14999447-5",-0.448323673312678
188824,"15016372-5",-1.08725221861653
193458,"16989220-5",0.0136151572324866
198833,"18757136-5",-1.75418821433758
202760,"20755564-5",0.139066513597921
