"index","position","effect"
1000,"562761-1",0.00315725336649453
11058,"6462100-1",-0.202885877613584
41913,"24412318-1",-0.113860894630508
42057,"24487718-1",0.0276828610729059
81030,"354835-3",-0.292583799031567
82582,"1185712-3",0.630248332951156
87936,"4437347-3",0.0522892968811661
90184,"5674109-3",-0.0955261809608132
97716,"9393539-3",-0.807503541578931
120101,"21256060-3",0.0311685160549143
124308,"208650-4",-0.0355524527755186
163098,"997310-5",-0.136262660459517
164994,"2265385-5",-0.00720564971124319
170977,"5688960-5",-1.52479479471278
189943,"15427427-5",-0.0384741765797003
192980,"16798932-5",1.22204840152261
195710,"17696063-5",0.00704803288235936
195815,"17720689-5",-1.86491729688616
209387,"24275361-5",-0.0076535387283875
209891,"24645738-5",-0.682874222263862
