"index","position","effect"
637,"375499-1",0.0255961495293687
2880,"1775174-1",-0.700575368605269
7882,"4610007-1",-0.390878355196714
31117,"19052188-1",1.01753961731257
39428,"23546530-1",-0.296836598734644
43427,"25191594-1",0.184983239426449
44369,"25766155-1",0.0857070470679724
69823,"11868767-2",-0.0440558702007279
105848,"13452392-3",0.0260833580893731
124064,"116703-4",0.342604889297007
143417,"9052117-4",0.143337606351328
157397,"16396182-4",-0.0415004832580479
166630,"3315843-5",0.00249526282092923
169399,"4872166-5",0.137906811838207
170434,"5412666-5",-0.047147399981365
179054,"9233045-5",-0.362835465219244
179993,"9628356-5",0.437974771515359
191849,"16314032-5",-0.224605731287186
198327,"18573821-5",0.732178349611495
198409,"18602994-5",0.570920961436072
